fiscal_date,quarter,sales,cost_of_goods,gross_profit,operating_income,other_income_expense,net_income,eps_basic,eps_diluted,basic_shares_outstanding,diluted_shares_outstanding,ebitda,net_income_continuous_operations,minority_interests,preferred_stock_dividends,research_and_development,selling_general_and_administrative,other_operating_expenses,income,expense,ticker
2022-12-31,4.0,4337000000.0,2202000000.0,2135000000.0,1527000000.0,107000000.0,1307000000.0,8.39,8.29,150035914.0,151839446.0,1709000000.0,1307000000.0,-48000000.0,,,571000000.0,,72000000.0,54000000.0,BLK
2023-12-31,4.0,4459000000.0,,,,,1045000000.0,0.51,0.51,1823000000.0,1828000000.0,,1045000000.0,,,,1513000000.0,,,,SCHW
2023-09-30,3.0,4606000000.0,,,,,1125000000.0,0.56,0.56,1821000000.0,1827000000.0,,1125000000.0,,,,1872000000.0,,,,SCHW
2023-06-30,2.0,4656000000.0,,,,,1294000000.0,0.64,0.64,1820000000.0,1825000000.0,,1294000000.0,,,,1601000000.0,,,,SCHW
2023-03-31,1.0,5116000000.0,,,,,1603000000.0,0.84,0.83,1834000000.0,1842000000.0,,1603000000.0,,,,1955000000.0,,,,SCHW
2022-12-31,4.0,5497000000.0,,,,,1968000000.0,0.98,0.97,1864000000.0,1873000000.0,,1968000000.0,,,,967000000.0,,,,SCHW
2023-09-30,3.0,15574000000.0,7180000000.0,8394000000.0,4028000000.0,-173000000.0,1966000000.0,0.73,0.73,2016000000.0,2016000000.0,3905000000.0,,-494000000.0,,,4583000000.0,-217000000.0,29000000.0,1005000000.0,BUD
2023-06-30,2.0,15120000000.0,7019000000.0,8101000000.0,3569000000.0,-1083000000.0,608000000.0,0.17,0.17,2016000000.0,2016000000.0,3388000000.0,,-269000000.0,,,4707000000.0,-175000000.0,47000000.0,1047000000.0,BUD
2023-03-31,1.0,14213000000.0,6517000000.0,7696000000.0,3504000000.0,379000000.0,2050000000.0,0.81,0.81,2015000000.0,2015000000.0,3328000000.0,,-409000000.0,,,4344000000.0,-152000000.0,31000000.0,1010000000.0,BUD
2022-12-31,4.0,14668000000.0,6661000000.0,8006000000.0,3305000000.0,-452000000.0,3297000000.0,1.41,1.41,2013000000.0,2013000000.0,5381000000.0,,-454000000.0,,,4592000000.0,109000000.0,316000000.0,1328000000.0,BUD
2023-12-31,4.0,4784000000.0,,,605000000.0,-223000000.0,222000000.0,,,,,1016000000.0,222000000.0,,,,3853000000.0,192000000.0,237000000.0,208000000.0,BKNG
2023-09-30,3.0,7341000000.0,,,3105000000.0,9000000.0,2511000000.0,70.62,69.8,35570000.0,35987000.0,3559000000.0,2511000000.0,,,,3920000000.0,187000000.0,289000000.0,254000000.0,BKNG
2023-06-30,2.0,5462000000.0,,,1674000000.0,-81000000.0,1290000000.0,35.16,34.89,36678000.0,36964000.0,2102000000.0,1290000000.0,,,,3523000000.0,144000000.0,266000000.0,241000000.0,BKNG
2023-03-31,1.0,3778000000.0,,,451000000.0,-182000000.0,266000000.0,7.07,7.0,37621000.0,37983000.0,845000000.0,266000000.0,,,,3070000000.0,137000000.0,228000000.0,194000000.0,BKNG
2022-12-31,4.0,4049000000.0,,,1106000000.0,360000000.0,1235000000.0,32.07,31.92,38524000.0,38709000.0,1397000000.0,1235000000.0,,,,2693000000.0,126000000.0,131000000.0,145000000.0,BKNG
2023-12-31,4.0,19927000000.0,15918000000.0,4009000000.0,3557000000.0,-1325000000.0,1473000000.0,1.05,1.05,1354900000.0,1361700000.0,3345000000.0,1473000000.0,-47000000.0,,757000000.0,-335000000.0,30000000.0,54000000.0,551000000.0,RTX
2023-09-30,3.0,13464000000.0,12750000000.0,714000000.0,-1396000000.0,446000000.0,-933000000.0,-0.68,-0.68,1448100000.0,1448100000.0,143000000.0,-933000000.0,-51000000.0,,712000000.0,1401000000.0,-3000000.0,19000000.0,391000000.0,RTX
2023-06-30,2.0,18315000000.0,14518000000.0,3797000000.0,1458000000.0,469000000.0,1359000000.0,0.91,0.9,1457500000.0,1468700000.0,2988000000.0,1359000000.0,-32000000.0,,729000000.0,1635000000.0,-25000000.0,17000000.0,372000000.0,RTX
2023-03-31,1.0,17214000000.0,13645000000.0,3569000000.0,1564000000.0,546000000.0,1481000000.0,0.98,0.97,1462200000.0,1474200000.0,3154000000.0,1481000000.0,-55000000.0,,607000000.0,1398000000.0,,10000000.0,339000000.0,RTX
2022-12-31,4.0,18093000000.0,14526000000.0,3567000000.0,1501000000.0,465000000.0,1468000000.0,0.97,0.96,1465500000.0,1476300000.0,3030000000.0,1468000000.0,-46000000.0,,716000000.0,1379000000.0,-29000000.0,16000000.0,332000000.0,RTX
2023-12-31,4.0,12201000000.0,4048000000.0,8153000000.0,1954000000.0,-1695000000.0,-558000000.0,-0.22,-0.22,2507200000.0,2507200000.0,2120000000.0,,3000000.0,,1872000000.0,2931000000.0,821000000.0,117000000.0,-29000000.0,SNY
2023-09-30,3.0,12698000000.0,3841000000.0,8857000000.0,3455000000.0,-244000000.0,2538000000.0,1.005,1.005,2506400000.0,2506400000.0,4160000000.0,,-13000000.0,,1663000000.0,2579000000.0,598000000.0,143000000.0,318000000.0,SNY
2023-06-30,2.0,10682000000.0,3268000000.0,7414000000.0,2162000000.0,-303000000.0,1447000000.0,0.575,0.575,2501200000.0,2501200000.0,2833000000.0,,-12000000.0,,1630000000.0,2575000000.0,501000000.0,125000000.0,202000000.0,SNY
2023-03-31,1.0,10863000000.0,3079000000.0,7784000000.0,2821000000.0,-358000000.0,2009000000.0,0.8,0.8,2498600000.0,2498600000.0,3383000000.0,,-14000000.0,,1563000000.0,2607000000.0,304000000.0,161000000.0,168000000.0,SNY
2022-12-31,4.0,11456000000.0,3734000000.0,7722000000.0,2367000000.0,1733000000.0,3168000000.0,0.58,0.58,2508000000.0,2508000000.0,2972000000.0,,-57000000.0,,1823000000.0,2895000000.0,-46000000.0,155000000.0,180000000.0,SNY
2023-12-31,4.0,,,,,,,2.37,2.35,399600000.0,401800000.0,,,,,,,,,,ETN
2023-09-30,3.0,5880000000.0,3684000000.0,2196000000.0,1060000000.0,52000000.0,892000000.0,2.23,2.22,399400000.0,401600000.0,1341000000.0,893000000.0,-1000000.0,,187000000.0,949000000.0,,,33000000.0,ETN
2023-06-30,2.0,5866000000.0,3747000000.0,2119000000.0,946000000.0,-7000000.0,745000000.0,1.86,1.86,398900000.0,400700000.0,1168000000.0,745000000.0,-1000000.0,,187000000.0,986000000.0,,,42000000.0,ETN
2023-03-31,1.0,5483000000.0,3599000000.0,1884000000.0,801000000.0,11000000.0,639000000.0,1.6,1.59,398500000.0,400500000.0,1050000000.0,639000000.0,-1000000.0,,179000000.0,904000000.0,,,50000000.0,ETN
2022-12-31,4.0,5384000000.0,3546000000.0,1838000000.0,875000000.0,20000000.0,722000000.0,1.81,1.8,398000000.0,400300000.0,1133000000.0,722000000.0,-2000000.0,,167000000.0,796000000.0,,,44000000.0,ETN
2023-12-31,4.0,42647000000.0,,,,5394000000.0,831000000.0,,,,,,831000000.0,25000000.0,,,,9836000000.0,,259000000.0,ELV
2023-09-30,3.0,42849000000.0,,,,5177000000.0,1300000000.0,5.48,5.45,235300000.0,236500000.0,,1300000000.0,-11000000.0,,,,10118000000.0,,259000000.0,ELV
2023-06-30,2.0,43672000000.0,,,,4859000000.0,1856000000.0,7.83,7.79,236600000.0,237800000.0,,1856000000.0,-3000000.0,,,4818000000.0,4327000000.0,,261000000.0,ELV
2023-03-31,1.0,42172000000.0,,,,4022000000.0,2004000000.0,8.37,8.3,237500000.0,239700000.0,,2004000000.0,-15000000.0,,,4800000000.0,3481000000.0,,251000000.0,ELV
2022-12-31,4.0,39929000000.0,,,,4137000000.0,961000000.0,3.988098,3.93,237958067.0,241200000.0,,961000000.0,-12000000.0,,,4562000000.0,3646000000.0,,229000000.0,ELV
2023-12-31,4.0,6878000000.0,2467000000.0,4411000000.0,2266000000.0,797000000.0,915000000.0,,,,,4126000000.0,915000000.0,295000000.0,,,,,,1980000000.0,NEE
2023-09-30,3.0,7172000000.0,2750000000.0,4422000000.0,1829000000.0,-830000000.0,1019000000.0,0.6,0.6,2031300000.0,2036200000.0,3044000000.0,1018000000.0,200000000.0,,,,,,26000000.0,NEE
2023-06-30,2.0,7349000000.0,2486000000.0,4863000000.0,2793000000.0,403000000.0,2564000000.0,1.38,1.38,2022000000.0,2027200000.0,4616000000.0,2564000000.0,231000000.0,,,,,,135000000.0,NEE
2023-03-31,1.0,6716000000.0,2434000000.0,4282000000.0,2944000000.0,410000000.0,1785000000.0,1.04,1.04,1999900000.0,2005100000.0,4128000000.0,1785000000.0,301000000.0,,,,,,1183000000.0,NEE
2022-12-31,4.0,6164000000.0,2768000000.0,3396000000.0,1720000000.0,561000000.0,1267000000.0,0.765979,0.763673,1987000000.0,1993000000.0,3370000000.0,1267000000.0,255000000.0,,,,,,,NEE
2023-10-31,3.0,13265000000.0,9139000000.0,4126000000.0,1548000000.0,,1191000000.0,1.04,1.03,1144000000.0,1158000000.0,1853000000.0,1191000000.0,,,,2578000000.0,,60000000.0,19000000.0,TJX
2023-07-31,2.0,12758000000.0,8910000000.0,3848000000.0,1289000000.0,,989000000.0,0.86,0.85,1148000000.0,1161000000.0,1581000000.0,989000000.0,,,,2559000000.0,,57000000.0,19000000.0,TJX
2023-04-30,1.0,11783000000.0,8374000000.0,3409000000.0,1171000000.0,,891000000.0,0.77,0.76,1153000000.0,1165000000.0,1462000000.0,891000000.0,,,,2238000000.0,,59000000.0,22000000.0,TJX
2023-01-31,4.0,14520232000.0,10731681000.0,3788551000.0,1315940000.0,-381000.0,1038381000.0,0.898361,0.89,1155437908.0,1171000000.0,1590224000.0,1038381000.0,,,,2472611000.0,,44000000.0,20000000.0,TJX
2023-12-31,4.0,2517700000.0,368000000.0,2149700000.0,956000000.0,22700000.0,968800000.0,,,,,1184700000.0,968800000.0,,,824600000.0,369100000.0,,179500000.0,10600000.0,VRTX
2023-09-30,3.0,2483500000.0,318700000.0,2164800000.0,1091000000.0,-68800000.0,1035300000.0,4.01,3.97,258000000.0,260600000.0,1285100000.0,1035300000.0,,,810000000.0,263800000.0,,167900000.0,10900000.0,VRTX
2023-06-30,2.0,2493200000.0,308600000.0,2184600000.0,1136300000.0,-108300000.0,915700000.0,3.55,3.52,257700000.0,260400000.0,1324000000.0,915700000.0,,,785700000.0,262600000.0,,144700000.0,11200000.0,VRTX
2023-03-31,1.0,2374800000.0,266900000.0,2107900000.0,1124200000.0,-343900000.0,699800000.0,2.72,2.69,257400000.0,260300000.0,1286900000.0,699800000.0,,,742600000.0,241100000.0,,122600000.0,11400000.0,VRTX
2022-12-31,4.0,2302700000.0,283300000.0,2019400000.0,1057900000.0,-55500000.0,818900000.0,3.19,3.15,256900000.0,260300000.0,1151200000.0,818900000.0,,,694100000.0,267400000.0,,86000000.0,11600000.0,VRTX
2024-01-31,3.0,,,,,,,0.99,0.99,1329700000.0,1331700000.0,,,,,,,,,,MDT
2023-10-31,2.0,7984000000.0,2761000000.0,5223000000.0,1445000000.0,49000000.0,911000000.0,0.68,0.68,1330200000.0,1331900000.0,2270000000.0,911000000.0,-2000000.0,,698000000.0,2686000000.0,-31000000.0,,180000000.0,MDT
2023-07-31,1.0,7702000000.0,2628000000.0,5074000000.0,1363000000.0,-18000000.0,797000000.0,0.59,0.59,1330500000.0,1333800000.0,2110000000.0,797000000.0,-6000000.0,,668000000.0,2613000000.0,1000000.0,,148000000.0,MDT
2023-04-30,4.0,8545000000.0,2979000000.0,5566000000.0,1830000000.0,-91000000.0,1189000000.0,0.89,0.88,1330400000.0,1332800000.0,2681000000.0,1189000000.0,-9000000.0,,641000000.0,2616000000.0,56000000.0,,187000000.0,MDT
2023-01-31,3.0,7727000000.0,2689000000.0,5038000000.0,1429000000.0,111000000.0,1229000000.0,0.92,0.92,1330200000.0,1332000000.0,2259000000.0,1228000000.0,-6000000.0,,688000000.0,2615000000.0,-125000000.0,,167000000.0,MDT
2023-12-31,4.0,16883800000.0,,,,,1987800000.0,,,,,,1987800000.0,,,,,,,69700000.0,PGR
2023-09-30,3.0,15553400000.0,,,,,1121300000.0,1.9,1.89,584800000.0,587500000.0,,1121300000.0,,,,,,,69700000.0,PGR
2023-06-30,2.0,15347400000.0,,,,226700000.0,345400000.0,0.57,0.57,584900000.0,587000000.0,,345400000.0,,,,,,,65700000.0,PGR
2023-03-31,1.0,14297700000.0,,,,206200000.0,447900000.0,0.75,0.75,584900000.0,587000000.0,,447900000.0,,,,,,,63300000.0,PGR
2022-12-31,4.0,13462900000.0,,,,190200000.0,826400000.0,,,584400000.0,,,826400000.0,,,,,,,63100000.0,PGR
2023-12-31,3.0,3747527000000.0,2736489000000.0,1011038000000.0,460017000000.0,3321000000.0,367371000000.0,295.67,294.82,1230805000.0,1234358000.0,778861000000.0,458555000000.0,-3453000000.0,,,554712000000.0,-3691000000.0,33959000000.0,38742000000.0,SONY
2023-09-30,2.0,2828623000000.0,2053208000000.0,775415000000.0,260066000000.0,2943000000.0,201156000000.0,162.21,161.74,1233588000.0,1237223000.0,594325000000.0,257595000000.0,-1051000000.0,,,518729000000.0,-3380000000.0,12617000000.0,18031000000.0,SONY
2023-06-30,1.0,2963652000000.0,2249053000000.0,714599000000.0,248402000000.0,4640000000.0,217942000000.0,176.26,175.67,1234242000.0,1238363000.0,536721000000.0,276034000000.0,-397000000.0,,,474939000000.0,-8742000000.0,31912000000.0,8920000000.0,SONY
2023-03-31,4.0,3063550000000.0,2389957000000.0,673593000000.0,117842000000.0,-5002000000.0,129139000000.0,103.83,103.53,1234274000.0,1237895000.0,376055000000.0,144602000000.0,-981000000.0,,,550759000000.0,4992000000.0,2537000000.0,-37495000000.0,SONY
2022-12-31,3.0,3078304000000.0,2136374000000.0,941930000000.0,414226000000.0,7355000000.0,323218000000.0,260.28,259.62,1235285000.0,1238413000.0,676553000000.0,391423000000.0,-1697000000.0,,,529188000000.0,-1484000000.0,6943000000.0,37101000000.0,SONY
2023-12-31,4.0,1146100000.0,710400000.0,435700000.0,164200000.0,-150900000.0,1096400000.0,8.77,8.77,124900000.0,125200000.0,223500000.0,1153600000.0,2100000.0,3000000.0,81800000.0,189700000.0,,,56700000.0,FMC
2023-09-30,3.0,981900000.0,600700000.0,381200000.0,129000000.0,-32400000.0,-3700000.0,-0.03,-0.03,124887000.0,125260000.0,170400000.0,4600000.0,200000.0,0.0,80900000.0,171300000.0,,,64600000.0,FMC
2023-06-30,2.0,1014500000.0,581700000.0,432800000.0,139500000.0,-11900000.0,32400000.0,0.24,0.24,125085000.0,125664000.0,183000000.0,53900000.0,-1900000.0,100000.0,87700000.0,205600000.0,,,64500000.0,FMC
2023-03-31,1.0,1344300000.0,763000000.0,581300000.0,317000000.0,-17100000.0,195900000.0,1.56,1.55,125341000.0,126131000.0,357100000.0,207400000.0,100000.0,400000.0,78400000.0,185900000.0,,,51400000.0,FMC
2022-12-31,4.0,1622000000.0,936400000.0,685600000.0,388700000.0,3700000.0,280400000.0,2.17,2.17,125600000.0,126400000.0,429400000.0,335400000.0,-6500000.0,600000.0,84400000.0,212500000.0,,,44800000.0,FMC
2023-12-31,4.0,1126776000.0,428871000.0,697905000.0,363473000.0,105494000.0,302868000.0,,,,,773354000.0,302868000.0,,,,54524000.0,3373000.0,,84013000.0,CIVI
2023-09-30,3.0,1035916000.0,587767000.0,448149000.0,407624000.0,-161799000.0,139672000.0,1.57,1.56,88911000.0,89631000.0,740324000.0,139672000.0,,,,36154000.0,4371000.0,,71410000.0,CIVI
2023-06-30,2.0,660526000.0,414651000.0,245875000.0,211425000.0,-19022000.0,139287000.0,1.73,1.72,80393000.0,81144000.0,449787000.0,139287000.0,,,,33541000.0,909000.0,,6284000.0,CIVI
2023-03-31,1.0,656022000.0,376916000.0,279106000.0,241286000.0,33713000.0,202461000.0,2.48,2.46,81719000.0,82430000.0,449163000.0,202461000.0,,,,36858000.0,962000.0,,5000000.0,CIVI
2022-12-31,4.0,814273000.0,110440000.0,703833000.0,355851000.0,27101000.0,281868000.0,3.31,3.29,85114000.0,85750000.0,571650000.0,281868000.0,,,,40795000.0,1486000.0,,4999000.0,CIVI
2023-12-31,2.0,464954000.0,287307000.0,177647000.0,121102000.0,,82116000.0,1.36,1.36,60448000.0,60451000.0,125612000.0,82116000.0,,,36911000.0,19634000.0,,,18262000.0,UI
2023-09-30,1.0,463078000.0,279203000.0,183875000.0,128302000.0,,87750000.0,1.45,1.45,60447000.0,60451000.0,133433000.0,87750000.0,,,36283000.0,19290000.0,,,21224000.0,UI
2023-06-30,4.0,491085000.0,287758000.0,203327000.0,143875000.0,,103677000.0,,,,,148003000.0,103677000.0,,,40539000.0,18913000.0,,,19803000.0,UI
2023-03-31,3.0,457773000.0,269297000.0,188476000.0,133525000.0,,98577000.0,1.63,1.63,60441000.0,60455000.0,138053000.0,98577000.0,,,38210000.0,16741000.0,,,16497000.0,UI
2022-12-31,2.0,493571000.0,296010000.0,197561000.0,145153000.0,,112205000.0,1.86,1.86,60429000.0,60448000.0,149103000.0,112205000.0,,,33765000.0,18643000.0,,,11272000.0,UI
2023-12-31,1.0,240444000.0,149011000.0,91433000.0,14187000.0,36330000.0,25719000.0,0.17,0.17,147297662.0,148876282.0,49766000.0,25719000.0,,,,77246000.0,,4054000.0,11552000.0,AZEK
2023-09-30,4.0,388812000.0,239111000.0,149701000.0,65028000.0,,42643000.0,0.29,0.28,148824202.0,150522274.0,97307000.0,42643000.0,,,,84673000.0,,,7335000.0,AZEK
2023-06-30,3.0,387553000.0,255353000.0,132200000.0,58550000.0,,34875000.0,0.23,0.23,150140392.0,151069954.0,92267000.0,34875000.0,,,,73650000.0,,1065000.0,11061000.0,AZEK
2023-03-31,2.0,377692000.0,269519000.0,108173000.0,33713000.0,,16273000.0,0.11,0.11,150713075.0,151268535.0,64937000.0,16273000.0,,,,74460000.0,,,10362000.0,AZEK
2022-12-31,1.0,216259000.0,168680000.0,47579000.0,-25865000.0,,-25836000.0,-0.17,-0.17,150877635.0,150877635.0,7562000.0,-25836000.0,,,,73444000.0,,0.0,8887000.0,AZEK
2023-09-30,3.0,2263917000.0,1142057000.0,1121860000.0,247060000.0,127715000.0,618423000.0,0.6,0.6,1051263384.0,1052962633.0,660958000.0,,-4070000.0,,237716000.0,581225000.0,-7089000.0,297249000.0,0.0,YMM
2023-06-30,2.0,2062028000.0,975269000.0,1086759000.0,333789000.0,16574000.0,608992000.0,0.6,0.6,1058851705.0,1060942074.0,622813000.0,,-3455000.0,,223696000.0,483483000.0,-5355000.0,285461000.0,0.0,YMM
2023-03-31,1.0,1702257000.0,849373000.0,852884000.0,165764000.0,18930000.0,411428000.0,0.4,0.4,1064671506.0,1067617747.0,418231000.0,,-2519000.0,,229879000.0,425184000.0,-20821000.0,246114000.0,0.0,YMM
2022-12-31,4.0,1922473000.0,951779000.0,970694000.0,-5270000.0,12741000.0,195685000.0,0.2,0.2,1062342784.0,1065268812.0,202066000.0,,-1845000.0,,250207000.0,689310000.0,-17453000.0,202324000.0,0.0,YMM
2023-12-31,4.0,633063000.0,439575000.0,193488000.0,123446000.0,-907000.0,169878000.0,,,,,186512000.0,169878000.0,-27751000.0,,,,13515000.0,7446000.0,61142000.0,RHP
2023-09-30,3.0,528511000.0,358231000.0,170280000.0,102091000.0,-6741000.0,40785000.0,0.69,0.64,59707000.0,63620000.0,159548000.0,40785000.0,442000.0,,,,10103000.0,6112000.0,58521000.0,RHP
2023-06-30,2.0,504843000.0,324394000.0,180449000.0,122240000.0,-4692000.0,70143000.0,1.18,1.15,56329000.0,60489000.0,173375000.0,70143000.0,-3600000.0,,,,9952000.0,5318000.0,49179000.0,RHP
2023-03-31,1.0,491719000.0,326928000.0,164791000.0,105650000.0,-3042000.0,60994000.0,1.11,1.02,55182000.0,59326000.0,153512000.0,60994000.0,326000.0,,,10594000.0,10784000.0,2547000.0,42528000.0,RHP
2022-12-31,4.0,568875000.0,393102000.0,175773000.0,116835000.0,-3630000.0,61370000.0,1.05,1.03,55165000.0,59368000.0,162721000.0,61370000.0,-3788000.0,,,11559000.0,11034000.0,1612000.0,42419000.0,RHP
2023-09-30,3.0,1606636000.0,267529000.0,1339107000.0,260987000.0,181321000.0,425717000.0,0.98,0.94,435179264.0,449859338.0,112110000.0,,,,414429000.0,676769000.0,-13078000.0,15283000.0,,BZ
2023-06-30,2.0,1487615000.0,270322000.0,1217293000.0,175031000.0,98267000.0,309597000.0,0.72,0.68,434321757.0,450055972.0,75651000.0,,,,365907000.0,674579000.0,1776000.0,55805000.0,,BZ
2023-03-31,1.0,1277546000.0,247164000.0,1030382000.0,-77299000.0,56154000.0,32663000.0,0.08,0.08,432993084.0,453702016.0,-127811000.0,,,,333068000.0,793424000.0,-18811000.0,75782000.0,,BZ
2022-12-31,4.0,1082275000.0,202395000.0,879880000.0,-340488000.0,40253000.0,-184793000.0,-0.42,-0.42,432304632.0,432304632.0,-373017000.0,,,0.0,294061000.0,929657000.0,-3350000.0,83319000.0,,BZ
2023-12-31,4.0,613995000.0,212345000.0,401650000.0,62876000.0,1374000.0,-16101000.0,,,,,166966000.0,-16101000.0,10770000.0,8010000.0,,236058000.0,,,66603000.0,TKO
2023-09-30,3.0,449058000.0,130312000.0,318746000.0,93837000.0,-696000.0,22020000.0,-0.26,-0.26,83161406.0,83161406.0,138515000.0,22020000.0,22471000.0,66377000.0,,193211000.0,,,60636000.0,TKO
2023-06-30,2.0,305185000.0,82789000.0,222396000.0,143870000.0,-535000.0,81854000.0,,,,,158385000.0,81854000.0,-440000.0,,,63476000.0,,,57895000.0,TKO
2023-03-31,1.0,306730000.0,89152000.0,217578000.0,146080000.0,-329000.0,87950000.0,1.053384,1.053384,83162446.0,83162446.0,160903000.0,87950000.0,-348000.0,,,56346000.0,,,53908000.0,TKO
2023-12-31,4.0,676215000.0,321151000.0,355064000.0,128425000.0,3766000.0,110242000.0,,,,,161638000.0,110242000.0,,,58262000.0,146435000.0,,7934000.0,258000.0,NYT
2023-09-30,3.0,598345000.0,311135000.0,287210000.0,66070000.0,-1819000.0,53615000.0,0.33,0.32,164568000.0,165406000.0,96440000.0,53615000.0,,,57433000.0,142232000.0,-2273000.0,6016000.0,280000.0,NYT
2023-06-30,2.0,590853000.0,309923000.0,280930000.0,68511000.0,-12052000.0,46574000.0,0.28,0.28,164714000.0,165037000.0,98306000.0,46574000.0,,,56047000.0,134514000.0,,4754000.0,237000.0,NYT
2023-03-31,1.0,560739000.0,306852000.0,253887000.0,27900000.0,685000.0,22321000.0,0.14,0.13,164975000.0,165398000.0,55336000.0,22321000.0,,,57062000.0,148085000.0,,3421000.0,248000.0,NYT
2022-12-31,4.0,667536000.0,332129000.0,335407000.0,119192000.0,-27941000.0,70786000.0,0.43,0.43,165612000.0,165909000.0,129096000.0,70786000.0,,,55456000.0,139255000.0,,2687000.0,254000.0,NYT
2023-10-31,3.0,3767000000.0,2211000000.0,1556000000.0,250000000.0,,218000000.0,0.59,0.58,371000000.0,375000000.0,405000000.0,218000000.0,,,,,,28000000.0,28000000.0,GPS
2023-07-31,2.0,3548000000.0,2215000000.0,1333000000.0,106000000.0,,117000000.0,0.32,0.32,369000000.0,371000000.0,253000000.0,117000000.0,,,,,,17000000.0,15000000.0,GPS
2023-04-30,1.0,3276000000.0,2062000000.0,1214000000.0,-10000000.0,,-18000000.0,-0.05,-0.05,367000000.0,367000000.0,140000000.0,-18000000.0,,,,,,13000000.0,23000000.0,GPS
2023-01-31,4.0,4243000000.0,2819000000.0,1424000000.0,-30000000.0,,-273000000.0,-0.75,-0.75,366000000.0,366000000.0,120000000.0,-273000000.0,,,,,,12000000.0,25000000.0,GPS
2023-12-31,4.0,171503000.0,29173000.0,142330000.0,22590000.0,3631000.0,19675000.0,,,,,37606000.0,19675000.0,,,52519000.0,60691000.0,-1178000.0,5163000.0,1533000.0,ALTR
2023-09-30,3.0,134003000.0,29086000.0,104917000.0,-11264000.0,-2933000.0,-4362000.0,-0.05,-0.05,80431000.0,80431000.0,3342000.0,-4362000.0,,,51598000.0,61287000.0,-4408000.0,4823000.0,1529000.0,ALTR
2023-06-30,2.0,141161000.0,30797000.0,110364000.0,-16269000.0,211000.0,-22280000.0,-0.28,-0.28,79986000.0,79986000.0,-2547000.0,-22280000.0,,,55277000.0,63604000.0,127000.0,3984000.0,1528000.0,ALTR
2023-03-31,1.0,166034000.0,32735000.0,133299000.0,5186000.0,3613000.0,-1959000.0,-0.02,-0.02,80191000.0,80191000.0,17821000.0,-1959000.0,,,53251000.0,61443000.0,5605000.0,,1526000.0,ALTR
2022-12-31,4.0,160433000.0,33854000.0,126579000.0,4616000.0,9183000.0,12065000.0,0.15,0.14,80266000.0,87498000.0,1526000.0,12065000.0,,,47511000.0,66196000.0,-572000.0,,1526000.0,ALTR
2023-09-30,3.0,514462000.0,264352000.0,250110000.0,152333000.0,21000.0,62338000.0,0.3,0.3,205032928.0,205032928.0,199220000.0,62338000.0,-1117000.0,,,49107000.0,,,60045000.0,NFE
2023-06-30,2.0,561345000.0,270908000.0,290437000.0,192519000.0,7299000.0,120100000.0,0.58,0.58,205045121.0,205711467.0,240563000.0,120100000.0,-852000.0,,,55803000.0,,,61246000.0,NFE
