fiscal_date,quarter,sales,cost_of_goods,gross_profit,operating_income,other_income_expense,net_income,eps_basic,eps_diluted,basic_shares_outstanding,diluted_shares_outstanding,ebitda,net_income_continuous_operations,minority_interests,preferred_stock_dividends,research_and_development,selling_general_and_administrative,other_operating_expenses,income,expense,ticker
2022-12-31,4.0,206684000.0,30086000.0,176598000.0,76257000.0,72258000.0,92340000.0,1.83,1.76,12611700.0,14610705.0,139638000.0,92340000.0,-69219000.0,,,36193000.0,-126197000.0,12915000.0,67304000.0,TSAT
2023-12-31,4.0,191015000.0,49646000.0,141369000.0,8676000.0,-50000.0,6035000.0,0.5,0.5,10893000.0,10935000.0,12029000.0,6035000.0,,,,132693000.0,,,,MED
2023-09-30,3.0,235869000.0,58492000.0,177377000.0,25509000.0,7000.0,23131000.0,2.12,2.12,10892000.0,10933000.0,28921000.0,23132000.0,,,,151868000.0,,,,MED
2023-06-30,2.0,296188000.0,85473000.0,210715000.0,38706000.0,-51000.0,30280000.0,2.78,2.77,10888000.0,10917000.0,42074000.0,30280000.0,,,,172009000.0,,,,MED
2023-03-31,1.0,348983000.0,102593000.0,246390000.0,53511000.0,-1000.0,39968000.0,3.68,3.67,10864000.0,10899000.0,56484000.0,39968000.0,,,,192879000.0,,,181000.0,MED
2022-12-31,4.0,337245000.0,103648000.0,233597000.0,32599000.0,-9000.0,26518000.0,,,10910000.0,,35590000.0,26518000.0,,,,200998000.0,,,,MED
2023-10-31,4.0,120204000.0,71312000.0,48892000.0,19276000.0,294000.0,9391000.0,0.16,0.16,53128408.0,54050969.0,34099000.0,9391000.0,,266000.0,,29616000.0,,,6834000.0,BBCP
2023-07-31,3.0,120671000.0,71187000.0,49484000.0,19547000.0,1173000.0,10336000.0,0.18,0.18,53198637.0,54104738.0,34516000.0,10336000.0,,323000.0,,29937000.0,,,7066000.0,BBCP
2023-04-30,2.0,107791000.0,64317000.0,43474000.0,13216000.0,1185000.0,5588000.0,0.09,0.09,53329576.0,54224611.0,27950000.0,5588000.0,,611000.0,,30258000.0,,,7348000.0,BBCP
2023-01-31,1.0,93575000.0,57121000.0,36454000.0,9416000.0,4574000.0,6475000.0,0.11,0.11,53601707.0,54457125.0,23886000.0,6475000.0,,676000.0,,27038000.0,,,6871000.0,BBCP
2023-12-31,4.0,,,,,,,-0.3,-0.3,38254122.0,38254122.0,,,,,,,,,,BLZE
2023-09-30,3.0,25299000.0,13546000.0,11753000.0,-15566000.0,447000.0,-16055000.0,-0.44,-0.44,36665195.0,36665195.0,-9093000.0,-16055000.0,,,9639000.0,17680000.0,,,936000.0,BLZE
2023-06-30,2.0,24589000.0,12538000.0,12051000.0,-13914000.0,519000.0,-14337000.0,-0.41,-0.41,35149000.0,35149000.0,-7783000.0,-14337000.0,,,9925000.0,16040000.0,,,942000.0,BLZE
2023-03-31,1.0,23394000.0,12425000.0,10969000.0,-16800000.0,610000.0,-17113000.0,-0.5,-0.5,33922683.0,33922683.0,-11067000.0,-17113000.0,,,10533000.0,17236000.0,,,923000.0,BLZE
2022-12-31,4.0,22926000.0,11219000.0,11707000.0,-13545000.0,560000.0,-14493000.0,-0.45,-0.45,32900390.0,32900390.0,-8083000.0,-14493000.0,,,8614000.0,16638000.0,,,1478000.0,BLZE
2023-09-30,3.0,0.0,,,-18898037.0,,-18404540.0,-0.83,-0.83,22117626.0,22117626.0,-16998853.0,-18404540.0,,,17488236.0,1409801.0,,1865629.0,1372132.0,CELC
2023-06-30,2.0,0.0,,,-15055485.0,,-14587687.0,-0.66,-0.66,21957140.0,21957140.0,-13235360.0,-14587687.0,,,13746082.0,1309403.0,,1782794.0,1314996.0,CELC
2023-03-31,1.0,0.0,,,-12547537.0,,-11938417.0,-0.55,-0.55,21680877.0,21680877.0,-10652467.0,-11938417.0,,,11278493.0,1269044.0,,1851132.0,1242012.0,CELC
2022-12-31,4.0,0.0,,,-11639204.0,,-11581346.0,-0.69,-0.69,16872018.0,16872018.0,-10854406.0,-11581346.0,,,10604043.0,1035161.0,,735861.0,678003.0,CELC
2023-09-30,3.0,48320000.0,8201000.0,40119000.0,-4913000.0,-1888000.0,-12189000.0,-0.09,-0.09,138059781.0,138059781.0,-435000.0,-12189000.0,,,5034000.0,37287000.0,,1121000.0,6847000.0,XERS
2023-06-30,2.0,38008000.0,7555000.0,30453000.0,-15979000.0,767000.0,-19842000.0,-0.14,-0.14,137338071.0,137338071.0,-11393000.0,-19842000.0,,,6087000.0,37635000.0,,1223000.0,6528000.0,XERS
2023-03-31,1.0,33196000.0,5319000.0,27877000.0,-13277000.0,1359000.0,-16834000.0,-0.12,-0.12,137142565.0,137142565.0,-8796000.0,-16834000.0,,,4838000.0,33605000.0,,1300000.0,6216000.0,XERS
2022-12-31,4.0,33144000.0,6291000.0,26853000.0,-15170000.0,4426000.0,-12930000.0,-0.1,-0.1,135986345.0,135986345.0,-9824000.0,-12930000.0,,,4955000.0,34357000.0,,1843000.0,4367000.0,XERS
2023-12-31,3.0,58508000.0,35201000.0,23307000.0,17868000.0,-185000.0,14070000.0,0.06,0.06,176905791.0,179437206.0,21568000.0,14070000.0,-3560000.0,,,3082000.0,2211000.0,1561000.0,51000.0,SVM
2023-09-30,2.0,53992000.0,33049000.0,20943000.0,16256000.0,704000.0,14770000.0,0.06,0.06,176844107.0,179750876.0,24220000.0,14770000.0,-3720000.0,,,3662000.0,877000.0,1742000.0,54000.0,SVM
2023-06-30,1.0,60006000.0,36705000.0,23301000.0,19776000.0,-1776000.0,13213000.0,0.05,0.05,176927547.0,179847745.0,28718000.0,13213000.0,-3996000.0,,,3502000.0,-125000.0,1494000.0,60000.0,SVM
2023-03-31,4.0,34147000.0,24371000.0,9776000.0,6735000.0,-4147000.0,2281000.0,,,176772928.0,,13180000.0,2281000.0,-2046000.0,,,2902000.0,-4000.0,1644000.0,65000.0,SVM
2022-12-31,3.0,58651000.0,36907000.0,21744000.0,15893000.0,854000.0,14937000.0,0.07,0.07,176723433.0,178938856.0,23754000.0,14937000.0,-3021000.0,,,3032000.0,2680000.0,516000.0,67000.0,SVM
2023-09-30,3.0,1047000.0,625000.0,422000.0,-23905000.0,647000.0,-23469000.0,-0.12,-0.12,188306000.0,188306000.0,-21778000.0,-23469000.0,,,15584000.0,8743000.0,,,,MVIS
2023-06-30,2.0,329000.0,701000.0,-372000.0,-23915000.0,3585000.0,-20609000.0,-0.12,-0.12,177302000.0,177302000.0,-22303000.0,-20609000.0,,,13851000.0,9692000.0,,,,MVIS
2023-03-31,1.0,782000.0,544000.0,238000.0,-21191000.0,2345000.0,-19027000.0,-0.11,-0.11,174703000.0,174703000.0,-20373000.0,-19027000.0,,,12692000.0,8737000.0,,,,MVIS
2022-12-31,4.0,0.0,33000.0,-33000.0,-13995000.0,520000.0,-13475000.0,-0.08,-0.08,168308000.0,168308000.0,-13174000.0,-13475000.0,,,7585000.0,6377000.0,,,,MVIS
2023-12-31,4.0,45960000.0,,,,,12947000.0,0.76,0.76,17029000.0,17070000.0,,12947000.0,,16000.0,,20641000.0,,,,WASH
2023-09-30,3.0,48977000.0,,,,,11161000.0,0.65,0.65,17019000.0,17041000.0,,11161000.0,,21000.0,,23596000.0,,,,WASH
2023-06-30,2.0,47825000.0,,,,,11256000.0,0.66,0.66,17011000.0,17030000.0,,11256000.0,,19000.0,,22386000.0,,,,WASH
2023-03-31,1.0,50476000.0,,,,,12812000.0,0.75,0.74,17074000.0,17170000.0,,12812000.0,,29000.0,,23064000.0,,,,WASH
2022-12-31,4.0,55130000.0,,,,,16573000.0,0.96,0.95,17180000.0,17319000.0,,16573000.0,,38000.0,,22014000.0,,,,WASH
2023-09-30,3.0,168775000.0,,,,-1293000.0,13477000.0,0.4,0.39,34070818.0,34801864.0,,13477000.0,,,,3266000.0,,,1735000.0,GLRE
2023-06-30,2.0,156907000.0,,,,7595000.0,49860000.0,1.46,1.32,34070818.0,38267137.0,,49860000.0,,,,4557000.0,,,979000.0,GLRE
2023-03-31,1.0,158124000.0,,,,7097000.0,5887000.0,0.17,0.17,34059185.0,38231607.0,,5887000.0,,,,5997000.0,,,908000.0,GLRE
2022-12-31,4.0,115143000.0,,,,1597000.0,34750000.0,1.02,0.91,34068627.0,38186813.0,,34750000.0,,,,5100000.0,,,1134000.0,GLRE
2023-12-31,4.0,32062000.0,,,,,27199000.0,,,,,,27199000.0,,-760000.0,,1697000.0,,,,IVR
2023-09-30,3.0,-63777000.0,,,,,-68599000.0,-1.62,-1.62,45747000.0,45747000.0,,-68599000.0,,-347000.0,,1691000.0,,,,IVR
2023-06-30,2.0,9378000.0,,,,,4078000.0,-0.03,-0.03,42391477.0,42391477.0,,4078000.0,,-364000.0,,1963000.0,,,,IVR
2023-03-31,1.0,26529000.0,,,,,21463000.0,0.39,0.39,39607354.0,39608545.0,,21463000.0,,,,5068000.0,,,,IVR
2022-12-31,4.0,41615000.0,,,,,36461000.0,0.84,0.84,36427381.0,36427381.0,,36461000.0,,0.0,,-11872000.0,,,,IVR
2023-12-31,2.0,95036000.0,58206000.0,36830000.0,6994000.0,-1757000.0,2890000.0,0.24,0.24,12001000.0,12229000.0,10134000.0,2890000.0,,,8394000.0,21442000.0,,,,AVNW
2023-09-30,1.0,87566000.0,55714000.0,31852000.0,6191000.0,-1545000.0,4005000.0,0.35,0.34,11574000.0,11943000.0,8179000.0,4005000.0,,,6424000.0,19237000.0,,,,AVNW
2023-06-30,4.0,91179000.0,58515000.0,32664000.0,6479000.0,-713000.0,3339000.0,0.29,0.28,11475000.0,11920000.0,8250000.0,3339000.0,,,6256000.0,19929000.0,,,,AVNW
2023-03-31,3.0,83480000.0,53647000.0,29833000.0,7473000.0,-405000.0,4889000.0,0.43,0.41,11413000.0,11884000.0,9002000.0,4889000.0,,,6518000.0,15842000.0,,,,AVNW
2022-12-31,2.0,90683000.0,58463000.0,32220000.0,9606000.0,-468000.0,6046000.0,0.53,0.51,11347000.0,11805000.0,12079000.0,6046000.0,,,6047000.0,16567000.0,,,,AVNW
2023-09-30,3.0,0.0,,,0.0,,0.0,0.0,0.0,43125000.0,43125000.0,0.0,0.0,,,,,,,,ANSC
2022-12-31,4.0,0.0,,,-626.0,,-626.0,,,,,-626.0,-626.0,,,,,626.0,,,ANSC
2023-09-30,3.0,0.0,,,-12959000.0,-5079000.0,-17413000.0,-0.48,-0.48,36277083.0,36277083.0,-12366000.0,-17527000.0,,,8872000.0,3647000.0,422000.0,520000.0,11000.0,OCS
2023-06-30,2.0,0.0,,,-10745000.0,-2217000.0,-12877000.0,-0.38,-0.38,33565542.0,33565542.0,-10510000.0,,,,6198000.0,4273000.0,255000.0,216000.0,17000.0,OCS
2022-12-31,4.0,0.0,,,-11113000.0,3183000.0,-9183000.0,,,32733373.0,,-10980000.0,-9197000.0,,,6889000.0,1882000.0,2322000.0,56000.0,1323000.0,OCS
2023-09-30,3.0,115435000.0,80063000.0,35372000.0,28199000.0,1643000.0,17592000.0,0.22,0.22,78263667.0,80700618.0,46845000.0,17591000.0,,,,7173000.0,,,7779000.0,OSG
2023-06-30,2.0,106625000.0,79763000.0,26862000.0,20267000.0,1460000.0,12303000.0,0.15,0.15,81404635.0,83699619.0,38176000.0,12303000.0,,,,6595000.0,,,8085000.0,OSG
2023-03-31,1.0,113791000.0,83412000.0,30379000.0,22536000.0,1080000.0,12139000.0,0.15,0.14,82006666.0,85340906.0,39664000.0,12139000.0,,,,7843000.0,,,8156000.0,OSG
2022-12-31,4.0,121758000.0,95284000.0,26474000.0,20418000.0,1838000.0,10085000.0,0.12,0.11,84902097.0,87380404.0,42615000.0,10085000.0,,,,6056000.0,,,8191000.0,OSG
2023-09-30,3.0,35554280.0,17806422.0,17747858.0,12361194.0,-4636952.0,5200593.0,2.2,2.2,2939055.0,2939055.0,17315591.0,5200593.0,1272839.0,,,5386664.0,,,,DHIL
2023-06-30,2.0,33350637.0,20205159.0,13145478.0,7786183.0,6276708.0,10168949.0,3.18,3.18,2970357.0,2970357.0,1836485.0,10168949.0,-736470.0,,,5359295.0,,,,DHIL
2023-03-31,1.0,33990503.0,17890363.0,16100140.0,10941567.0,8082738.0,14103047.0,4.2,4.2,3025094.0,3025094.0,3186790.0,14103047.0,-1395495.0,,,5158573.0,,,,DHIL
2022-12-31,4.0,34953845.0,20714517.0,14239328.0,8974329.0,13115325.0,17007582.0,4.942107,4.93,3010457.0,3017850.0,-3810335.0,17007582.0,-2130753.0,,,5264999.0,,,,DHIL
2023-12-31,4.0,,,,,,,-0.85,-0.85,257205583.0,257205583.0,,,,,,,,,,EAF
2023-09-30,3.0,158992000.0,157603000.0,1389000.0,-18137000.0,2548000.0,-22621000.0,-0.09,-0.09,257090113.0,257090113.0,-932000.0,-22621000.0,,,1295000.0,18231000.0,,1144000.0,17680000.0,EAF
2023-06-30,2.0,185561000.0,157216000.0,28345000.0,8598000.0,759000.0,-7851000.0,-0.03,-0.03,257003691.0,257003691.0,21219000.0,-7851000.0,,,1196000.0,18551000.0,,242000.0,12633000.0,EAF
2023-03-31,1.0,138802000.0,112645000.0,26157000.0,2814000.0,-2014000.0,-7369000.0,-0.03,-0.03,256974904.0,256974904.0,12655000.0,-7369000.0,,,1192000.0,22151000.0,,372000.0,10790000.0,EAF
2022-12-31,4.0,247519000.0,163492000.0,84027000.0,63888000.0,9874000.0,50331000.0,0.2,0.2,256900707.0,256902385.0,88091000.0,50331000.0,,,1024000.0,19115000.0,,2283000.0,11023000.0,EAF
2023-09-30,3.0,52777000.0,,,,,16285000.0,1.37,1.37,11901000.0,11901000.0,,16285000.0,,,,17772000.0,,,,THFF
2023-06-30,2.0,52640000.0,,,,,15987000.0,1.33,1.33,12022000.0,12022000.0,,15987000.0,,,,17523000.0,,,,THFF
2023-03-31,1.0,53710000.0,,,,,15980000.0,1.33,1.33,12058000.0,12058000.0,,15980000.0,,,,17945000.0,,,,THFF
2022-12-31,4.0,54226000.0,,,,,16521000.0,,,12034000.0,,,16521000.0,,,,17403000.0,,,,THFF
2023-12-31,4.0,11305000.0,1720000.0,9585000.0,-9661000.0,1116000.0,-9163000.0,,,,,-8416000.0,-9163000.0,,,2241000.0,17005000.0,,,579000.0,CVRX
2023-09-30,3.0,10511000.0,1691000.0,8820000.0,-9528000.0,1056000.0,-9011000.0,-0.43,-0.43,20801350.0,20801350.0,-8335000.0,-9011000.0,,,2696000.0,15652000.0,,,499000.0,CVRX
2023-06-30,2.0,9500000.0,1517000.0,7983000.0,-11752000.0,616000.0,-11651000.0,-0.56,-0.56,20711850.0,20711850.0,-11009000.0,-11651000.0,,,3280000.0,16455000.0,,,481000.0,CVRX
2023-03-31,1.0,7979000.0,1328000.0,6651000.0,-12162000.0,1062000.0,-11374000.0,-0.55,-0.55,20693224.0,20693224.0,-10971000.0,-11374000.0,,,3416000.0,15397000.0,,,240000.0,CVRX
2022-12-31,4.0,7176000.0,1509000.0,5667000.0,-11479000.0,1136000.0,-10536000.0,-0.51,-0.51,20593312.0,20593312.0,-10215000.0,-10536000.0,,,3046000.0,14100000.0,,,165000.0,CVRX
2023-09-30,3.0,0.0,,,-632220.0,4297091.0,3664871.0,0.09,0.09,39710163.0,39710163.0,-4929311.0,3664871.0,,,,632220.0,,,,SLAM
2023-06-30,2.0,0.0,,,-693088.0,3329704.0,2636616.0,0.07,0.07,39710163.0,39710163.0,-4022792.0,2636616.0,,,,693088.0,,,,SLAM
2023-03-31,1.0,0.0,,,-1354986.0,642036.0,-712950.0,-0.01,-0.01,57936904.0,57936904.0,-1997022.0,-712950.0,,,,1354986.0,,,,SLAM
2022-12-31,4.0,0.0,,,-683916.0,4450412.0,3766496.0,,,71875000.0,,-5134328.0,3766496.0,,,,683916.0,,,,SLAM
2023-12-31,1.0,0.0,,,-11293000.0,748000.0,-8622000.0,-0.11,-0.11,82077815.0,82077815.0,-11449000.0,-8622000.0,,,8684000.0,2609000.0,,2008000.0,,AVXL
2023-09-30,4.0,0.0,,,-12652189.0,483648.0,-10146027.0,,,,,-10024086.0,-10146027.0,,,10060636.0,2591553.0,0.0,1958216.0,-344.0,AVXL
2023-06-30,3.0,0.0,,,-13530697.0,463776.0,-11279976.0,-0.14,-0.14,80875235.0,80875235.0,-11137910.0,-11279976.0,,,10282854.0,3247843.0,,1827945.0,0.0,AVXL
2023-03-31,2.0,0.0,,,-14189159.0,631003.0,-13107279.0,-0.17,-0.17,78304363.0,78304363.0,-14070481.0,-13106997.0,,,11306591.0,2882568.0,,1465221.0,,AVXL
2022-12-31,1.0,0.0,,,-15359000.0,1099000.0,-12972000.0,-0.17,-0.17,77977112.0,77977112.0,-15725000.0,-12972000.0,,,12067000.0,3317000.0,-25000.0,1268000.0,,AVXL
2023-09-30,3.0,66056000.0,36234000.0,29822000.0,-20740000.0,-1286000.0,-19311000.0,-0.05,-0.05,408417000.0,408417000.0,-19295000.0,-19311000.0,,,5105000.0,45457000.0,,3216000.0,,AMRN
2023-06-30,2.0,80167000.0,37499000.0,42668000.0,-13927000.0,-6989000.0,-17560000.0,-0.04,-0.04,407848000.0,407848000.0,-3163000.0,-17560000.0,,,5642000.0,50953000.0,,3001000.0,,AMRN
2023-03-31,1.0,85975000.0,38048000.0,47927000.0,-17341000.0,624000.0,-16460000.0,-0.04,-0.04,406177000.0,406177000.0,-16576000.0,-16460000.0,,,5681000.0,59587000.0,,2221000.0,,AMRN
2022-12-31,4.0,90245000.0,26641000.0,63604000.0,-9766000.0,1430000.0,856000.0,0.002143,0.002131,399491000.0,401696000.0,-20632000.0,856000.0,,,5239000.0,68131000.0,,1578000.0,,AMRN
2023-10-31,2.0,361582000.0,198563000.0,163019000.0,-18935000.0,-74000.0,-27463000.0,-4.3,-4.3,6386208.0,6386208.0,-17239000.0,-27463000.0,,,,44863000.0,,,16582000.0,CRMT
2023-07-31,1.0,368025000.0,203879000.0,164146000.0,19660000.0,-166000.0,4186000.0,0.65,0.63,6381704.0,6635002.0,21353000.0,4186000.0,,,,46470000.0,,,14274000.0,CRMT
2023-04-30,4.0,388309000.0,223602000.0,164707000.0,15146000.0,-41000.0,2088000.0,,,6372720.0,,16751000.0,2088000.0,,,,45815000.0,,,12852000.0,CRMT
2023-01-31,3.0,326530000.0,183014000.0,143516000.0,11592000.0,-68000.0,1508000.0,0.24,0.23,6370031.0,6536785.0,13129000.0,1508000.0,,,,44737000.0,,,9765000.0,CRMT
2023-12-31,4.0,,,,,,,0.05,0.05,56452327.0,56477589.0,,,,,,,,,,FFWM
2023-09-30,3.0,39088000.0,,,,,2180000.0,0.04,0.04,56443539.0,56449720.0,,2180000.0,,,,19632000.0,,,,FFWM
2023-06-30,2.0,42059000.0,,,,,-212288000.0,-3.76,-3.76,56430813.0,56430870.0,,-212288000.0,,,,21026000.0,,,,FFWM
2023-03-31,1.0,53738000.0,,,,,8496000.0,0.15,0.15,56376669.0,56410416.0,,8496000.0,,,,25286000.0,,,,FFWM
2022-12-31,4.0,63723000.0,,,,,17354000.0,0.31,0.31,56366499.0,56433461.0,,17354000.0,,,,23236000.0,,,,FFWM
2023-09-30,3.0,186552910.0,131502046.0,55050864.0,8707955.0,102675.0,4630239.0,0.05,0.05,103874845.0,104993729.0,12894231.0,4630239.0,134682.0,,3235301.0,38771341.0,,346376.0,,DCGO
2023-06-30,2.0,125486760.0,83617876.0,41868884.0,1575954.0,-1109261.0,1343619.0,-0.02,-0.02,103585661.0,103585661.0,5505645.0,1343619.0,-3354886.0,,2574389.0,33887480.0,,,,DCGO
2023-03-31,1.0,113002703.0,81226498.0,31776205.0,-6902587.0,44755.0,-3918790.0,-0.03,-0.03,102579291.0,102579291.0,-3198419.0,-3918790.0,453120.0,,1863579.0,33165884.0,,,,DCGO
2022-12-31,4.0,108784996.0,66375647.0,42409349.0,80116.0,-2522559.0,7148427.0,,,102736385.0,,6387518.0,7148427.0,916293.0,,1721554.0,37295757.0,,,,DCGO
2023-09-30,3.0,22546000.0,4061000.0,18485000.0,8235000.0,-486000.0,2769000.0,0.12,0.12,20567000.0,20596000.0,13515000.0,2769000.0,-22000.0,,,3864000.0,,,4768000.0,OLP
2023-06-30,2.0,22407000.0,3954000.0,18453000.0,8086000.0,3268000.0,6539000.0,0.3,0.3,20571000.0,20642000.0,14083000.0,6539000.0,-20000.0,320000.0,,4165000.0,,,4610000.0,OLP
2023-03-31,1.0,22952000.0,4124000.0,18828000.0,8576000.0,1634000.0,5408000.0,0.25,0.25,20514000.0,20579000.0,14619000.0,5408000.0,-22000.0,,,4039000.0,,,4600000.0,OLP
2022-12-31,4.0,27715000.0,4302000.0,23413000.0,13552000.0,96000.0,8907000.0,0.43634,0.42,20358000.0,20406000.0,19513000.0,8907000.0,-24000.0,,,3724000.0,,,4543000.0,OLP
2023-12-31,4.0,,,,,,,0.12,0.12,30678000.0,30893000.0,,,,,,,,,,AUDC
2023-09-30,3.0,61591000.0,20654000.0,40937000.0,5779000.0,,4252000.0,0.14,0.14,31390000.0,31390000.0,6431000.0,4252000.0,,,13960000.0,21198000.0,,492000.0,,AUDC
2023-06-30,2.0,60020000.0,21543000.0,38477000.0,2255000.0,,1055000.0,0.03,0.03,31900000.0,32977000.0,2924000.0,1055000.0,,,14394000.0,21828000.0,,,,AUDC
2023-03-31,1.0,59213000.0,22670000.0,36543000.0,-844000.0,,-182000.0,-0.01,-0.01,31750000.0,32148000.0,-193000.0,-182000.0,,,15009000.0,22378000.0,,949000.0,,AUDC
2022-12-31,4.0,70656000.0,24498000.0,46158000.0,8336000.0,,7549000.0,0.24,0.23,31642000.0,32145000.0,12248000.0,7549000.0,,,15090000.0,22732000.0,,609000.0,,AUDC
2023-12-31,4.0,,,,,,,-0.74,-0.74,19761000.0,19996000.0,,,,,,,,,,ALRS
2023-09-30,3.0,48113000.0,,,,,9161000.0,0.46,0.45,19872000.0,20095000.0,,9161000.0,,67000.0,,19763000.0,,,,ALRS
2023-06-30,2.0,47797000.0,,,,,9104000.0,0.45,0.45,20033000.0,20241000.0,,9104000.0,,62000.0,,19495000.0,,,,ALRS
2023-03-31,1.0,48414000.0,,,,,8186000.0,0.41,0.4,20028000.0,20246000.0,,8186000.0,,,,19844000.0,,,,ALRS
2022-12-31,4.0,51875000.0,,,,,10909000.0,0.54,0.53,19988000.0,20232000.0,,10909000.0,,104000.0,,20139000.0,,,,ALRS
2023-09-30,3.0,45557000.0,14167000.0,31390000.0,7599000.0,17447000.0,19642000.0,0.25,0.24,30334193.0,31041245.0,8012000.0,19642000.0,-12112000.0,,,23791000.0,,,1530000.0,BTMD
2023-06-30,2.0,49257000.0,15828000.0,33429000.0,7669000.0,-17295000.0,-13095000.0,-0.25,-0.25,20704866.0,20704866.0,9097000.0,-13095000.0,7952000.0,,,25760000.0,,,2547000.0,BTMD
2023-03-31,1.0,44843000.0,13877000.0,30966000.0,7881000.0,-26255000.0,-21430000.0,-0.39,-0.39,17585045.0,17585045.0,9192000.0,-21430000.0,14625000.0,,,23085000.0,,,2426000.0,BTMD
2022-12-31,4.0,44485000.0,15424000.0,29061000.0,7303000.0,-46706000.0,-42021000.0,0.19,0.18,8703533.0,58750051.0,8477000.0,-42021000.0,-61168000.0,,,21572000.0,186000.0,,2182000.0,BTMD
2023-09-30,3.0,353029000.0,221782000.0,131247000.0,-7078000.0,-802000.0,-6265000.0,-0.12,-0.12,52367000.0,52367000.0,13289000.0,-6265000.0,,0.0,,138325000.0,,,,GDOT
2023-06-30,2.0,365876000.0,218349000.0,147527000.0,4548000.0,-2224000.0,578000.0,0.01,0.01,52193000.0,52437000.0,25715000.0,578000.0,,0.0,,142979000.0,,,238000.0,GDOT
2023-03-31,1.0,416380000.0,215479000.0,200901000.0,49351000.0,-3024000.0,36012000.0,0.7,0.69,51813000.0,52021000.0,68716000.0,36012000.0,,,,151550000.0,,,1644000.0,GDOT
2022-12-31,4.0,342432000.0,190027000.0,152405000.0,7967000.0,-1142000.0,5884000.0,0.11,0.11,51901000.0,52299000.0,27851000.0,5884000.0,,-26000.0,,144438000.0,,,112000.0,GDOT
2023-09-30,3.0,976000.0,336000.0,640000.0,-10986000.0,602000.0,-7612000.0,-0.266,-0.266,28667159.0,28667159.0,-9859000.0,-9841000.0,,,6568000.0,4804000.0,,831000.0,65000.0,NYXH
2023-06-30,2.0,1107000.0,419000.0,688000.0,-11883000.0,-259000.0,-12797000.0,-0.447,-0.447,28608413.0,28608413.0,-10998000.0,-11868000.0,,,6613000.0,5943000.0,-227000.0,571000.0,50000.0,NYXH
2023-03-31,1.0,441000.0,175000.0,266000.0,-11396000.0,-442000.0,-11911000.0,-0.46,-0.46,25878120.0,25878120.0,-10427000.0,-11729000.0,,,6157000.0,5309000.0,-46000.0,413000.0,305000.0,NYXH
2022-12-31,4.0,1307000.0,465000.0,842000.0,-9050000.0,-3584000.0,-13296000.0,-0.514,-0.514,25867704.0,25867704.0,-8389000.0,-12506000.0,,,4575000.0,5068000.0,-46000.0,180000.0,40000.0,NYXH
2023-12-31,4.0,,,,,,,0.63,0.61,16443908.0,17008892.0,,,,,,,,,,SPFI
2023-09-30,3.0,46225000.0,,,,,13494000.0,0.8,0.78,16842594.0,17354182.0,,13494000.0,,,,19562000.0,,,,SPFI
2023-06-30,2.0,43480000.0,,,,,29683000.0,1.74,1.71,17048432.0,17386515.0,,29683000.0,,,,24221000.0,,,,SPFI
2023-03-31,1.0,43654000.0,,,,,9244000.0,0.54,0.53,17046713.0,17560756.0,,9244000.0,,,,20190000.0,,,,SPFI
2022-12-31,4.0,47672000.0,,,,,12621000.0,0.74,0.71,17007914.0,17751674.0,,12621000.0,,,,19926000.0,,,,SPFI
2023-09-30,3.0,0.0,,,-2051000.0,-141000.0,-2192000.0,,,,,-2080000.0,-2192000.0,,,574000.0,1477000.0,,,0.0,FBLG
2022-12-31,4.0,0.0,,,-1304000.0,,-1524000.0,,,,,-1210000.0,-1524000.0,,,345000.0,959000.0,,,220000.0,FBLG
2023-12-31,4.0,16557000.0,,,,,-39413000.0,,,,,,-39413000.0,,,,2647000.0,,,,ACRE
2023-09-30,3.0,18997000.0,,,,,9184000.0,0.17,0.17,54085035.0,54796413.0,,9184000.0,,,,2466000.0,,,,ACRE
2023-06-30,2.0,24990000.0,,,,,-2198000.0,-0.04,-0.04,54347204.0,54347204.0,,-2199000.0,,,,3147000.0,,,,ACRE
2023-03-31,1.0,20888000.0,,,,,-6439000.0,-0.12,-0.12,54591650.0,54591650.0,,-6439000.0,,,,2417000.0,,,,ACRE
2022-12-31,4.0,30409000.0,,,,,2910000.0,0.05,0.05,54427041.0,54894888.0,,2910000.0,,,,2913000.0,,,,ACRE
2023-12-31,4.0,,,,,,,0.48,0.48,17770158.0,17961400.0,,,,,,,,,,PGC
2023-09-30,3.0,55869000.0,,,,,8755000.0,0.49,0.49,17856961.0,18010127.0,,8755000.0,,,,26487000.0,,,,PGC
2023-06-30,2.0,57496000.0,,,,,13145000.0,0.73,0.73,17930611.0,18078848.0,,13145000.0,,,,28151000.0,,,,PGC
2023-03-31,1.0,62037000.0,,,,,18355000.0,1.03,1.01,17841203.0,18263310.0,,18355000.0,,,,26062000.0,,,,PGC
2022-12-31,4.0,64852000.0,,,,,20579000.0,1.15,1.12,17915058.0,18382193.0,,20579000.0,,,,23656000.0,,,,PGC
2023-09-30,3.0,482066000.0,418959000.0,63107000.0,-40156000.0,-1313000.0,-41469000.0,-0.09,-0.09,480770283.0,480770283.0,-39599000.0,-41469000.0,,,,102314000.0,392000.0,,0.0,CLOV
2023-06-30,2.0,513628000.0,436954000.0,76674000.0,-24057000.0,-4750000.0,-28814000.0,-0.06,-0.06,479163752.0,479163752.0,-23058000.0,-28814000.0,,,,104870000.0,-5138000.0,,7000.0,CLOV
