symbol,name,exchange,sector,industry,employees,zip,state,country
513320,E Fund Management Co. Ltd. - Hang Seng Hong Kong Stock Connect New Economy Etf,SSE,,,0,,,China
LAMDA,LAMDA Development S.A.,ASE,Real Estate,Real Estate—Development,629,151 23,,Greece
6457,Glory Ltd.,JPX,Industrials,Specialty Industrial Machinery,10792,670-8567,,Japan
AVHIU,Achari Ventures Holdings Corp. I,NASDAQ,Financial Services,Shell Companies,0,07066,NJ,United States
BBA,System1 Group PLC,FSX,Communication Services,Advertising Agencies,143,EC1N 2SW,,United Kingdom
GLCO,Global Links Corp.,OTC,Real Estate,Real Estate - Development,0,89120,NV,United States
T4N,Chiho Environmental Group Limited,XSTU,Industrials,Metal Fabrication,2588,,,Hong Kong
6661,"Welgene Biotech Co.,Ltd.",TWSE,Healthcare,Diagnostics & Research,0,11503,,Taiwan
AT0000A2FJQ2,EGB OE TL.Z./HEIDELBERGCEM,VSE,,,0,,,Austria
2615,Wan Hai Lines Ltd.,TWSE,Industrials,Marine Shipping,0,,,Taiwan
KDSKF,Koninklijke DSM N.V.,OTC,,,0,,,United States
GY5,EURO Ressources S.A.,FSX,Basic Materials,Gold,0,75001,,France
HAY,Hays plc,FSX,Industrials,Staffing & Employment Services,12300,NW1 3BF,,United Kingdom
8303,Kuantan Flour Mills Bhd,MYX,Consumer Defensive,Packaged Foods,0,62502,,Malaysia
EIA,Elisa Oyj,FSX,Communication Services,Telecom Services,5666,00061,,Finland
SANDHAR,Sandhar Technologies Limited,NSE,Consumer Cyclical,Auto Parts,1721,122002,,India
3SZN,Graniteshares Financial PLC - 3X Short Amazon Daily ETP,LSE,,,0,,,United Kingdom
7AZ,Sabre Gold Mines Corp.,FSX,Basic Materials,Gold,0,V6C 3L6,BC,Canada
INDOTHAI,Indo Thai Securities Ltd.,NSE,Financial Services,Capital Markets,58,452010,,India
1K0,"IGM Biosciences, Inc.",FSX,Healthcare,Biotechnology,290,94043,CA,United States
AT0000A2SSV6,RCB GarZ/MXEUTES4 MXWOTES4 -29,VSE,,,0,,,Austria
250,tbd30 AB ,FSX,Industrials,Engineering & Construction,544,291 92,,Sweden
3356,"Terilogy Co., Ltd.",JPX,,,0,,,Japan
USG,Smartshares US Large Growth,NZX,,,0,,,New Zealand
ABNB,"Airbnb, Inc.",NASDAQ,Consumer Cyclical,Travel Services,6907,94103,CA,United States
BITRF,Biotron Ltd.,OTC,Healthcare,Biotechnology,0,2113,NSW,Australia
SB1,Smartbroker Holding AG,XETR,Financial Services,Financial Data & Stock Exchanges,239,10969,,Germany
GZIC,GZ6G Technologies Corp. ,OTC,Communication Services,Telecom Services,14,92618,CA,United States
ETHEREUM.XBT,Ether Tracker One XBT PROVIDER,OMX,,,0,,,Sweden
TWSA,TKH Group N.V.,FSX,Technology,Communication Equipment,6538,7481 KJ,,Netherlands
SF7,Softronic AB,FSX,Technology,Information Technology Services,432,120 32,,Sweden
603666,"Yijiahe Technology Co., Ltd.",SSE,Industrials,Specialty Industrial Machinery,769,210012,,China
VWEWW,"Vintage Wine Estates, Inc.",NASDAQ,Consumer Defensive,Beverages - Wineries & Distilleries,568,89451,NV,United States
6037,"Firstlogic,Inc.",JPX,Communication Services,Internet Content & Information,71,104-0032,,Japan
EPMT,PT Enseval Putera Megatrading Tbk,IDX,Healthcare,Medical Distribution,5183,13920,,Indonesia
7368,"HYOJITO Co., Ltd.",JPX,Communication Services,Advertising Agencies,457,450-0002,,Japan
TARMAT,Tarmat Limited,NSE,Industrials,Engineering & Construction,119,400097,,India
POQ,88 Energy Limited,FSX,Energy,Oil & Gas E&P,10,6008,WA,Australia
D2AS34,"DoorDash, Inc.",BOVESPA,Communication Services,Internet Content & Information,19300,94107,CA,United States
HGPO11,Cshg Jhsf Prime Offices Fundo De Investimento Imobiliario,BOVESPA,Real Estate,REIT—Office,0,1830,SP,Brazil
POW,Power Corp of Canada,TSX,Financial Services,Insurance - Life,0,H2Y 2J3,QC,Canada
0RUJ,Delta Plus Group,LSE,,,3132,84405,,France
NVAX,Novavax Inc,NASDAQ,Healthcare,Biotechnology,1543,20878,MD,United States
081580,"Sungwoo Electronics Co., Ltd.",KRX,,,0,,,South Korea
711153,711153.TWO,TWSE,,,0,,,Taiwan
WARRIX.R,Warrix Sport Public Company Limited,SET,,,0,10330,,Thailand
2172,Insight Inc.,XSAP,Communication Services,Advertising Agencies,103,060-0004,,Japan
510550,Founder Fubon CSI 500 ETF,SSE,,,0,,,China
300832,"Shenzhen New Industries Biomedical Engineering Co., Ltd.",SZSE,Healthcare,Medical Devices,2818,518118,,China
NS.PR.A,NuStar Energy LP,NYSE,,,0,,,United States
GVYM,Gav-Yam Lands Corp. Ltd,TASE,Real Estate,Real Estate - Development,109,31905,,Israel
1798,"China Datang Corporation Renewable Power Co., Limited",HKEX,Utilities,Utilities—Renewable,4174,100053,,China
